timestamp_iso,epoch_ms,elapsed_ms,value_adc,packet_id,channel,dongle_addr,ring_addr,event,raw
2026-06-15T08:10:50.886Z,1781511050886,1966320,267,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;267"
2026-06-15T08:10:58.530Z,1781511058530,1973964,12594,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;12594"
2026-06-15T08:11:01.658Z,1781511061658,1977092,214,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;214"
2026-06-15T08:11:04.750Z,1781511064750,1980184,203,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;203"
2026-06-15T08:11:07.849Z,1781511067849,1983283,192,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;192"
2026-06-15T08:11:10.923Z,1781511070923,1986357,183,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;183"
2026-06-15T08:11:14.026Z,1781511074026,1989460,179,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;179"
2026-06-15T08:11:17.144Z,1781511077144,1992578,176,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;176"
2026-06-15T08:11:20.231Z,1781511080231,1995665,158,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;158"
2026-06-15T08:11:23.337Z,1781511083337,1998771,153,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;153"
2026-06-15T08:11:26.422Z,1781511086422,2001856,148,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;148"
2026-06-15T08:11:29.523Z,1781511089523,2004957,140,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;140"
2026-06-15T08:11:32.643Z,1781511092643,2008077,141,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;141"
2026-06-15T08:11:35.752Z,1781511095752,2011186,148,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;148"
2026-06-15T08:11:38.835Z,1781511098835,2014269,132,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;132"
2026-06-15T08:11:41.934Z,1781511101934,2017368,118,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;118"
2026-06-15T08:11:45.020Z,1781511105020,2020454,119,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;119"
2026-06-15T08:11:48.141Z,1781511108141,2023575,117,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;117"
2026-06-15T08:11:51.243Z,1781511111243,2026677,128,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;128"
